date_time,Air_Temp,Barometric_Press,Dew_Point,Relative_Humidity,Wind_Dir,Wind_Gust,Wind_Speed
2011-01-02 10:36:59,23.60,30.40,20.00,85.60,141.20,11.00, 8.60
2011-01-02 10:43:15,23.60,30.40,20.00,86.00,141.00,11.00, 6.20
2011-01-02 10:49:32,23.80,30.40,20.40,86.80,138.80,11.00, 6.40
2011-01-02 10:55:47,23.90,30.40,20.40,86.40,133.80,11.00, 6.40
2011-01-02 11:02:02,23.90,30.40,20.50,86.80,143.00,11.00, 4.40
2011-01-02 11:08:18,24.00,30.40,20.30,85.60,140.40, 6.00, 3.60
2011-01-02 11:14:34,24.10,30.40,20.60,86.20,121.20, 7.00, 5.00
2011-01-02 11:20:50,24.30,30.40,20.90,86.60,139.00, 8.00, 6.00
2011-01-02 11:29:05,24.30,30.40,20.80,86.40,129.60, 9.00, 5.20
2011-01-02 11:35:21,24.40,30.40,21.10,87.00,127.20, 9.00, 5.00
2011-01-02 11:41:37,24.30,30.40,20.80,86.20,135.40, 7.00, 3.80
2011-01-02 11:47:52,24.30,30.40,20.90,86.60,141.00, 7.00, 0.80
2011-01-02 11:54:08,24.60,30.40,21.10,86.20,140.40, 7.00, 0.20
2011-01-02 12:00:24,24.90,30.40,21.40,86.60,194.20, 7.00, 3.40
2011-01-02 12:06:39,24.80,30.40,21.40,86.40,343.00,10.00, 5.60
2011-01-02 12:12:55,24.90,30.40,21.60,87.00,75.20,10.00, 3.60
2011-01-02 12:19:12,24.80,30.40,21.20,86.00,226.40,10.00, 3.20
2011-01-02 12:25:28,25.00,30.40,21.40,86.20,282.80,11.00, 7.40
2011-01-02 12:31:44,24.90,30.40,21.20,85.80,151.20,11.00, 6.00
2011-01-02 12:38:00,24.90,30.40,21.10,85.40,16.60,10.00, 6.40
2011-01-02 12:44:18,24.90,30.40,21.20,85.40,85.80,10.00, 6.80
2011-01-02 12:50:33,25.20,30.40,21.40,85.60,13.20,13.00, 8.60
2011-01-02 12:56:49,25.30,30.40,21.70,86.00,210.00,13.00, 9.00
2011-01-02 13:04:05,25.00,30.40,21.00,84.20,150.80,13.00, 6.60
2011-01-02 13:10:21,25.00,30.40,21.00,84.20,217.20,12.00, 7.20
2011-01-02 13:16:37,25.10,30.40,21.60,86.20,82.00,12.00, 8.20
2011-01-02 13:22:52,25.10,30.40,21.20,85.00,355.00,12.00, 6.80
2011-01-02 13:29:08,25.20,30.40,21.20,84.60,25.80,12.00, 6.20
2011-01-02 13:35:24,25.40,30.40,21.40,84.80,287.80,12.00, 5.00
2011-01-02 13:41:41,25.40,30.40,21.30,84.00,102.00, 8.00, 5.20
2011-01-02 13:47:57,25.40,30.40,21.20,83.80, 9.80, 9.00, 5.80
2011-01-02 13:54:14,25.40,30.40,21.40,84.40,280.40, 9.00, 6.00
2011-01-02 14:00:30,25.30,30.40,21.00,83.40,355.20, 9.00, 4.20
2011-01-02 14:06:46,25.40,30.40,21.40,84.60,88.80, 8.00, 4.40
2011-01-02 14:13:02,25.50,30.40,21.20,83.40,282.00, 9.00, 4.80
2011-01-02 14:19:21,25.40,30.40,21.00,83.00,78.20, 9.00, 5.80
2011-01-02 14:25:37,25.40,30.40,20.90,82.60,21.00, 9.00, 4.80
2011-01-02 14:31:54,25.20,30.40,20.40,81.60,16.00, 9.00, 3.40
2011-01-02 14:38:10,25.30,30.40,20.60,82.00,13.80, 6.00, 3.60
2011-01-02 14:44:28,25.40,30.40,20.60,81.60,147.00, 7.00, 4.40
2011-01-02 14:50:44,25.40,30.40,20.40,81.00,319.20, 7.00, 3.60
2011-01-02 14:57:00,25.30,30.40,20.30,80.80,331.60, 7.00, 3.00
2011-01-02 15:03:18,25.40,30.40,20.40,80.80,350.00, 7.00, 2.40
2011-01-02 15:09:36,25.60,30.40,20.80,81.60,335.00, 7.00, 4.00
